journal_name,url,host,platform,status,sitemap_file,wlu_mainid,wlu_rank,in_cilp,source,fixed_domain_url
Loyola of Los Angeles Entertainment Law Review,https://digitalcommons.lmu.edu/elr/,digitalcommons.lmu.edu,digitalcommons,,digitalcommons-lmu-edu.json,284,,yes,sitemap,
Loyola of Los Angeles Entertainment Law Review,https://digitalcommons.lmu.edu/elr/sitemap.xml,digitalcommons.lmu.edu,digitalcommons,,loyola_of_los_angeles_entertainment_law_review.json,284,,yes,sitemap,
Loyola of Los Angeles Entertainment Law Review,https://digitalcommons.lmu.edu/elr,digitalcommons.lmu.edu,digital_commons,active,registry_loyola_of_los_angeles_entertainment_law_review_284_4e516b8de3.json,284,,yes,sitemap,
Loyola of Los Angeles International & Comparative Law Review,https://digitalcommons.lmu.edu/ilr,digitalcommons.lmu.edu,digital_commons,active,registry_loyola_of_los_angeles_international_comparative_law_revi_468_e7c8fda9e9.json,468,,,sitemap,
Loyola of Los Angeles International and Comparative Law Review,https://digitalcommons.lmu.edu/ilr/sitemap.xml,digitalcommons.lmu.edu,digitalcommons,,loyola_of_los_angeles_international_and_comparative_law_review.json,,,yes,sitemap,
Loyola University Chicago International Law Review,https://lawecommons.luc.edu/lucilr/sitemap.xml,lawecommons.luc.edu,digitalcommons,,loyola_university_chicago_international_law_review.json,975,,yes,sitemap,https://lawecommons.luc.edu/luclj/
Loyola University Chicago International Law Review,https://lawecommons.luc.edu/lucilr,lawecommons.luc.edu,digital_commons,active,registry_loyola_university_chicago_international_law_review_975_052462eb2d.json,975,,yes,sitemap,https://lawecommons.luc.edu/luclj/
Loyola University Chicago Journal of Regulatory Compliance,https://www.luc.edu/law/academics/journals-publications/journalofregulatorycompliance,luc.edu,unknown,paused_waf,registry_loyola_university_chicago_journal_of_regulatory_complian_2049_d6fd25fa73.json,2049,,,sitemap,
Loyola University Chicago Law (multiple journals),https://lawecommons.luc.edu/,lawecommons.luc.edu,digitalcommons,,lawecommons-luc-edu.json,,,,sitemap,https://lawecommons.luc.edu/luclj/
Lsd-Journal,http://www.lsd-journal.net/archives.html,lsd-journal.net,unknown,active,lsd-journal-net.json,1817,,,sitemap,
LSU Journal of Energy Law and Resources,https://digitalcommons.law.lsu.edu/jelr/sitemap.xml,digitalcommons.law.lsu.edu,digitalcommons,,lsu_journal_of_energy_law_and_resources.json,1660,,yes,sitemap,
LSU Law Journal for Social Justice and Policy,https://socialjustice.law.lsu.edu/,socialjustice.law.lsu.edu,wordpress,,socialjustice-law-lsu-edu.json,,,,sitemap,
Maastricht Journal of European and Comparative Law,https://journals.sagepub.com/home/maa,journals.sagepub.com,,no_sitemap,,847,,,wlu,
Macquarie Journal of Business Law,http://www.businessandeconomics.mq.edu.au/our_departments/accounting_and_corporate_governance/accounting_finance_research/current_publications/MqJBL,businessandeconomics.mq.edu.au,,no_sitemap,,960,,,wlu,
Macquarie Journal of International and Comparative Environmental Law,http://www.law.mq.edu.au/research/law_journals/macquarie_journal_of_international_and_comparative_environmental_law/,law.mq.edu.au,,no_sitemap,,934,,,wlu,
Macquarie Law Journal,http://www.law.mq.edu.au/html/MqLJ/about.htm,law.mq.edu.au,,no_sitemap,,929,,,wlu,
Macquarie Law Symposium,http://www.law.mq.edu.au/html/MqSymp/about.htm,law.mq.edu.au,,no_sitemap,,1400,,,wlu,
Malawi Law Journal,https://journals.co.za/content/journal/mlawj/browse?page=previous-issues,journals.co.za,,no_sitemap,,1498,,,wlu,
Manchester Journal of International Economic Law,https://www.electronicpublications.org/catalogue/48,electronicpublications.org,,no_sitemap,,976,,,wlu,
Manitoba Law Journal,https://journals.co.za/content/journal/mlawj/browse?page=previous-issues,journals.co.za,,no_sitemap,,697,,,wlu,
Maori Law Review,http://maorilawreview.co.nz/,maorilawreview.co.nz,,no_sitemap,,1489,,,wlu,
Marquette Benefits & Social Welfare Law Review,https://scholarship.law.marquette.edu/benefits/sitemap.xml,scholarship.law.marquette.edu,digitalcommons,,marquette_benefits_social_welfare_law_review.json,,,yes,sitemap,
Marquette Benefits & Social Welfare Review,https://scholarship.law.marquette.edu/benefits,scholarship.law.marquette.edu,digital_commons,todo_adapter,registry_marquette_benefits_social_welfare_review_693_50ffada3ed.json,693,,,sitemap,
Marquette Benefits and Social Welfare Law Review,https://scholarship.law.marquette.edu/benefits/,scholarship.law.marquette.edu,digitalcommons,,marquette-benefits-social-welfare-review.json,,,,sitemap,
Marquette Intellectual Property & Innovation Law Review,https://scholarship.law.marquette.edu/ipilr,scholarship.law.marquette.edu,digital_commons,todo_adapter,registry_marquette_intellectual_property_innovation_law_review_575_d9824dc53e.json,575,,,sitemap,
Marquette Intellectual Property Law Review,https://scholarship.law.marquette.edu/iplr/sitemap.xml,scholarship.law.marquette.edu,digitalcommons,,marquette_intellectual_property_law_review.json,,,yes,sitemap,
Maryland Journal of International Law,https://digitalcommons.law.umaryland.edu/mjil/sitemap.xml,digitalcommons.law.umaryland.edu,digitalcommons,,maryland_journal_of_international_law.json,1611,,yes,sitemap,
Maryland Journal of International Law,https://digitalcommons.law.umaryland.edu/mjil,digitalcommons.law.umaryland.edu,digital_commons,active,registry_maryland_journal_of_international_law_1611_dd7558d3b1.json,1611,,yes,sitemap,
Masaryk University Journal of Law and Technology,https://journals.muni.cz/mujlt,journals.muni.cz,,no_sitemap,,1568,,,wlu,
Max Planck Yearbook of United Nations Law,https://www.mpil.de/en/pub/publications/periodic-publications/max-planck-yearbook.cfm,mpil.de,,no_sitemap,,1071,,,wlu,
McGill International Journal of Sustainable Development Law and Policy,https://www.mcgill.ca/mjsdl/,mcgill.ca,,no_sitemap,,1342,,,wlu,
McGill Journal of Law and Health,https://mjlh.mcgill.ca/,mjlh.mcgill.ca,,no_sitemap,,1515,,,wlu,
McGill Law Journal,https://lawjournal.mcgill.ca/issues/,lawjournal.mcgill.ca,,no_sitemap,,698,,,wlu,
Media & Arts Law Review,https://law.unimelb.edu.au/centres/cmcl/research/publications/media-and-arts-law-review,law.unimelb.edu.au,,no_sitemap,,1504,,,wlu,
Media Law & Policy,http://www.nyls.edu/centers/projects/media_center/media_law_and_policy,nyls.edu,unknown,paused_404,registry_media_law_policy_559_1faf278b0a.json,559,,yes,sitemap,
Medical Law International,https://journals.sagepub.com/home/mli,journals.sagepub.com,,no_sitemap,,1057,,,wlu,
Medical Law Review,https://academic.oup.com/medlaw,academic.oup.com,,no_sitemap,,754,,,wlu,
Medical Trial Technique Quarterly,https://store.legal.thomsonreuters.com/law-products/c/Medical-Trial-Technique-Quarterly/p/106154444,store.legal.thomsonreuters.com,unknown,paused_waf,registry_medical_trial_technique_quarterly_401_9956fbf624.json,401,,,sitemap,
Medicine and Law,http://wafml.memberlodge.org/page-1150634,wafml.memberlodge.org,,no_sitemap,,1143,,,wlu,
Medico-Legal Journal,https://journals.sagepub.com/home/mlj,journals.sagepub.com,,no_sitemap,,1253,,,wlu,
Medico-Legal Journal of Ireland,https://irlii.org/medico-legal-journal-of-ireland/,irlii.org,,no_sitemap,,1287,,,wlu,
Melbourne Journal of International Law,https://law.unimelb.edu.au/mjil,law.unimelb.edu.au,,no_sitemap,,682,,,wlu,
Melbourne University Law Review,https://law.unimelb.edu.au/mulr,law.unimelb.edu.au,,no_sitemap,,705,,,wlu,
Mercer University Law (multiple collections),https://digitalcommons.law.mercer.edu/,digitalcommons.law.mercer.edu,digitalcommons,,digitalcommons-law-mercer-edu.json,,,,sitemap,https://digitalcommons.law.mercer.edu/jour_mlr/
Mexican Law Review,https://revistas.juridicas.unam.mx/index.php/mexican-law-review,revistas.juridicas.unam.mx,,no_sitemap,,1002,,,wlu,
Michigan Business and Entrepreneurial Law Review,http://mbelr.org/,mbelr.org,wordpress,paused_login,registry_michigan_business_and_entrepreneurial_law_review_1808_3c0080ebaf.json,1808,,,sitemap,
Michigan Journal of Environmental & Administrative Law,,,,no_sitemap,,,,yes,cilp,
Michigan Journal of Environmental and Administrative Law,http://www.mjeal-online.org/,mjeal-online.org,wordpress,active,registry_michigan_journal_of_environmental_and_administrative_law_1763_72d704e8c9.json,1763,,,sitemap,
Michigan Law Review Online,http://michiganlawreview.org/category/mlr-online,michiganlawreview.org,wordpress,active,michigan-law-review-online.json,1411,,,sitemap,
Michigan Law Review Online,http://michiganlawreview.org/category/mlr-online,michiganlawreview.org,wordpress,active,registry_michigan_law_review_online_1411_90bd31506b.json,1411,,,sitemap,
Michigan State International Law Review,https://www.msuilr.org/,msuilr.org,squarespace,paused_print_only,msuilr-org.json,581,,yes,sitemap,
Michigan State International Law Review,https://digitalcommons.law.msu.edu/ilr,digitalcommons.law.msu.edu,digital_commons,paused_migrated,registry_michigan_state_international_law_review_581_cb3482fc91.json,581,,yes,sitemap,
Michigan State University Journal of Medicine and Law,http://www.msu.edu/~msujml/index.html,msu.edu,unknown,paused_waf,registry_michigan_state_university_journal_of_medicine_and_law_531_c721e19d4f.json,531,,yes,sitemap,
Middle East Law and Governance,https://brill.com/view/journals/melg/melg-overview.xml,brill.com,,no_sitemap,,1589,,,wlu,
Midwest Law Journal,https://midwestalsb.weebly.com/the-midwest-law-journal.html,midwestalsb.weebly.com,generic_web,paused_unmapped,midwest_law_journal.json,1593,,,sitemap,
Midwestalsb.Weebly,https://midwestalsb.weebly.com/the-midwest-law-journal.html,midwestalsb.weebly.com,unknown,paused_unmapped,midwestalsb-weebly-com.json,1593,,,sitemap,
Military Law and the Law of War Review,http://www.ismllw.org/REVIEW/mllwr.php,ismllw.org,,no_sitemap,,1700,,,wlu,
Military Law Review,https://www.loc.gov/rr/frd/Military_Law/Military-Law-Review-home.html,loc.gov,unknown,paused_waf,registry_military_law_review_287_eee9d59173.json,287,,yes,sitemap,
Minnesota Journal of Business Law and Entrepreneurship,http://www.centerforbusinesslaw.org/journal/index.html,centerforbusinesslaw.org,unknown,active,registry_minnesota_journal_of_business_law_and_entrepreneurship_627_870094fb62.json,627,,,sitemap,
Minnesota Journal of International Law Online,https://minnjil.org/past-issues/,minnjil.org,unknown,active,registry_minnesota_journal_of_international_law_online_1635_8c8937527f.json,1635,,,sitemap,
Minnesota Law Review Headnotes,https://minnesotalawreview.org/current-headnotes,minnesotalawreview.org,wordpress,active,registry_minnesota_law_review_headnotes_1609_d7badc08a8.json,1609,,,sitemap,
Miskolc Journal of International Law,www.mjil.hu/mjil.htm,mjil.hu,,no_sitemap,,1754,,,wlu,
Mississippi College Law (multiple journals),https://dc.law.mc.edu/,dc.law.mc.edu,digitalcommons,,dc-law-mc-edu.json,,,,sitemap,https://dc.law.mc.edu/lawreview/
Mississippi College Law Review,https://dc.law.mc.edu/lawreview/sitemap.xml,dc.law.mc.edu,digitalcommons,,mississippi_college_law_review.json,289,,yes,sitemap,https://dc.law.mc.edu/lawreview/
Mississippi College Law Review,https://law.mc.edu/students/student-organizations/mc-law-review,law.mc.edu,unknown,active,registry_mississippi_college_law_review_289_b2eba567f5.json,289,,yes,sitemap,
Mississippi Sports Law Review,https://law.olemiss.edu/faculty-research/law-journals/mississippi-sports-law-review,law.olemiss.edu,unknown,paused_404,registry_mississippi_sports_law_review_1796_9ed9f696f8.json,1796,,,sitemap,
Missouri Environmental Law and Policy Review,https://scholarship.law.missouri.edu/jesl/about.html,scholarship.law.missouri.edu,digital_commons,active,registry_missouri_environmental_law_and_policy_review_653_986e9bd186.json,653,,,sitemap,
Mitchell Hamline Law Journal of Public Policy and Practice,https://open.mitchellhamline.edu/policypractice/sitemap.xml,open.mitchellhamline.edu,digitalcommons,,mitchell_hamline_law_journal_of_public_policy_and_practice.json,444,,yes,sitemap,https://open.mitchellhamline.edu/mhlr/
Mitchell Hamline Law Journal of Public Policy and Practice,https://mitchellhamline.edu/law-journal,mitchellhamline.edu,wordpress,paused_waf,registry_mitchell_hamline_law_journal_of_public_policy_and_practi_444_1bc03158c0.json,444,,yes,sitemap,
Mitchell Hamline Law Review|Mitchell-Hamline Law Review,https://mitchellhamline.edu/law-review,mitchellhamline.edu,wordpress,active,registry_mitchell_hamline_law_review_mitchell_hamline_law_review_141_e2991aab05.json,,,,sitemap,
Mitchell Hamline School of Law,https://open.mitchellhamline.edu/,open.mitchellhamline.edu,digitalcommons,,open-mitchellhamline-edu.json,,,,sitemap,https://open.mitchellhamline.edu/mhlr/
Mitchell-Hamline Law Review,https://mitchellhamline.edu/law-review/,mitchellhamline.edu,,no_sitemap,,141,,,wlu,
Mizan Law Review,https://www.ajol.info/index.php/mlr,ajol.info,,no_sitemap,,1710,,,wlu,
Modern American: A Scholarly Publication Dedicated to Diversity and the Law,https://digitalcommons.wcl.american.edu/tma,digitalcommons.wcl.american.edu,digital_commons,active,registry_modern_american_a_scholarly_publication_dedicated_to_div_1729_e97776aa1f.json,1729,,,sitemap,https://digitalcommons.wcl.american.edu/aulr/
Monash University Law Review,https://www.monash.edu/law/news-and-events/publications/monulr,monash.edu,,no_sitemap,,706,,,wlu,
MSL Law Review,,,,no_sitemap,,,,yes,cilp,
Municipal Lawyer,https://imla.org/municipal-lawyer-magazine,imla.org,wordpress,paused_waf,registry_municipal_lawyer_1058_ba0e4ca02c.json,1058,,,sitemap,
Muslim World Journal of Human Rights,https://www.degruyter.com/view/j/mwjhr,degruyter.com,unknown,paused_login,registry_muslim_world_journal_of_human_rights_997_65b70bbf9a.json,997,,,sitemap,
Mustang Journal of Law & Legal Studies,http://mustangjournals.com/MJLL/index.htm,mustangjournals.com,unknown,paused_unmapped,registry_mustang_journal_of_law_legal_studies_1799_84f03d1e86.json,1799,,,sitemap,
NAELA Journal,https://www.naela.org/NewsJournalOnline/Journal_Online/NewsJournalOnline/Journal_Online_Main_New.aspx?hkey=c7335376-3500-419b-9244-2756ffe49204,naela.org,unknown,paused_restricted,registry_naela_journal_1490_65aba180db.json,1490,,,sitemap,
Nalsar Student Law Review,https://nslr.in/,nslr.in,,no_sitemap,,1705,,,wlu,
Nanotechnology Law & Business,http://www.nanolabweb.com/,nanolabweb.com,unknown,active,registry_nanotechnology_law_business_1673_7e045a60d6.json,1673,,,sitemap,
National Banking Law Review,https://store.lexisnexis.ca/en/categories/shop-by-jurisdiction/federal-13/national-banking-law-review-banking-business-and-the-law-newsletter-skusku-cad-00097/details,store.lexisnexis.ca,,no_sitemap,,1421,,,wlu,
National Black Law Journal,,,,no_sitemap,,,,yes,cilp,
National Journal of Constitutional Law,https://store.thomsonreuters.ca/product-detail/national-journal-of-constitutional-law/,store.thomsonreuters.ca,,no_sitemap,,848,,,wlu,
National Law School of India Review,https://www.jstor.org/journal/natilawindirevi,jstor.org,,no_sitemap,,1550,,,wlu,
National Security Law Journal,https://www.nslj.org/,nslj.org,wordpress,active,nslj-org.json,,,,sitemap,
National Taiwan University Law Review,http://www.law.ntu.edu.tw/law4/index.php,law.ntu.edu.tw,,no_sitemap,,1668,,,wlu,
National Tax Journal,https://www.jstor.org/journal/natitaxjour,jstor.org,unknown,paused_waf,registry_national_tax_journal_402_29288b776a.json,402,,,sitemap,
Natural Resources & Environment,https://www.jstor.org/journal/natresenv,jstor.org,unknown,paused_waf,registry_natural_resources_environment_666_d2726579aa.json,666,,,sitemap,
Natural Resources Journal,https://digitalrepository.unm.edu/nrj/sitemap.xml,digitalrepository.unm.edu,digitalcommons,active,natural_resources_journal.json,1935,,yes,sitemap,https://digitalrepository.unm.edu/nmlr/
Natural Resources Journal,https://digitalrepository.unm.edu/nrj/all_issues.html,digitalrepository.unm.edu,digital_commons,active,registry_natural_resources_journal_1935_73326a97ac.json,1935,,yes,sitemap,https://digitalrepository.unm.edu/nmlr/
Naval Law Review,https://www.jag.navy.mil/njs_publications.htm,jag.navy.mil,unknown,active,registry_naval_law_review_291_0ac17a1fa6.json,291,,,sitemap,
Negotiation Journal,https://onlinelibrary.wiley.com/loi/15719979,onlinelibrary.wiley.com,unknown,paused_paywall,registry_negotiation_journal_510_c12ccfdab1.json,510,,yes,sitemap,
Netherlands International Law Review,https://www.springer.com/journal/40802,springer.com,,no_sitemap,,849,,,wlu,
Netherlands Quarterly of Human Rights,https://journals.sagepub.com/home/nqh,journals.sagepub.com,,no_sitemap,,808,,,wlu,
Netherlands Yearbook of International Law,https://www.asser.nl/asserpress/books/?cat=8&subject=&serie=2,asser.nl,,no_sitemap,,1072,,,wlu,
Nevada Law Journal Forum,https://scholars.law.unlv.edu/nljforum/,scholars.law.unlv.edu,digitalcommons,,scholars-law-unlv-edu-nljforum.json,,,,sitemap,
New Criminal Law Review,https://nclr.ucpress.edu/,nclr.ucpress.edu,unknown,paused_paywall,registry_new_criminal_law_review_514_b1b3d5a80f.json,514,,yes,sitemap,
New England Journal of International and Comparative Law,https://library.law.utoronto.ca/whrr-journal-name/new-england-journal-international-and-comparative-law-annual,library.law.utoronto.ca,drupal,paused_login,registry_new_england_journal_of_international_and_comparative_law_628_bee25701f1.json,628,,yes,sitemap,
New England Journal on Criminal and Civil Confinement,https://student.nesl.edu/students/ne_journal_ccc.cfm,student.nesl.edu,unknown,active,registry_new_england_journal_on_criminal_and_civil_confinement_470_81f2a83acb.json,470,,,sitemap,
New England Law Review,https://student.nesl.edu/students/law_review.cfm,student.nesl.edu,unknown,active,registry_new_england_law_review_144_e32cb05c0a.json,144,,yes,sitemap,
New England Law Review Offer of Proof,,,,no_sitemap,,,,yes,cilp,
New Journal of European Criminal Law,https://journals.sagepub.com/home/nje,journals.sagepub.com,,no_sitemap,,1708,,,wlu,
New Law Journal,https://www.newlawjournal.co.uk/,newlawjournal.co.uk,,no_sitemap,,1450,,,wlu,
New York Law School (multiple collections),https://digitalcommons.nyls.edu/,digitalcommons.nyls.edu,digitalcommons,,digitalcommons-nyls-edu.json,,,,sitemap,https://digitalcommons.nyls.edu/law_review/
New York University Annual Institute on Federal Taxation,http://www.scps.nyu.edu/areas-of-study/accounting-taxation-legal/news-and-events/conferences/institute-on-federal-taxation.html,scps.nyu.edu,unknown,active,registry_new_york_university_annual_institute_on_federal_taxation_452_2d1f1e936c.json,452,,,sitemap,
New York University Environmental Law Journal,https://nyuelj.org/,nyuelj.org,WordPress,,new_york_university_environmental_law_journal.json,293,,yes,sitemap,
New York University Environmental Law Journal,http://www1.law.nyu.edu/journals/envtllaw,www1.law.nyu.edu,unknown,active,registry_new_york_university_environmental_law_journal_293_58bb21acf4.json,293,,yes,sitemap,
New York University Journal of Intellectual Property & Entertainment Law,https://jipel.law.nyu.edu/,jipel.law.nyu.edu,wordpress,active,registry_new_york_university_journal_of_intellectual_property_ent_1980_3c1154cfb4.json,1980,,,sitemap,
New York University Journal of International Law and Politics,https://nyujilp.org/,nyujilp.org,WordPress,,new_york_university_journal_of_international_law_and_politics.json,294,,yes,sitemap,
New York University Journal of International Law and Politics,https://www.law.nyu.edu/journals/jilp/index.htm,law.nyu.edu,drupal,active,registry_new_york_university_journal_of_international_law_and_pol_294_fcddcb836e.json,294,,yes,sitemap,
New York University Law Review Online,https://www.nyulawreview.org/online-features,nyulawreview.org,wordpress,active,registry_new_york_university_law_review_online_2008_2440bc5a36.json,2008,,,sitemap,
New Zealand Armed Forces Law Review,http://www.pritzkermilitary.org/explore/library/online-catalog/view/oclc/896136582,pritzkermilitary.org,,no_sitemap,,992,,,wlu,
New Zealand Business Law Quarterly,https://publons.com/journal/51348/new-zealand-business-law-quarterly,publons.com,,no_sitemap,,1268,,,wlu,
New Zealand Family Law Journal,https://www.lexisnexis.co.nz/en-nz/products/new-zealand-family-law-journal.page,lexisnexis.co.nz,,no_sitemap,,1295,,,wlu,
New Zealand Intellectual Property Journal,https://www.lexisnexis.co.nz/en-nz/products/new-zealand-intellectual-property-journal.page,lexisnexis.co.nz,,no_sitemap,,1296,,,wlu,
New Zealand Journal of Employment Relations,https://www.nzjournal.org/,nzjournal.org,,no_sitemap,,1297,,,wlu,
New Zealand Journal of Environmental Law,https://www.auckland.ac.nz/en/law/our-research/research-centres/new-zealand-centre-for-environmental-law/nz-journal-of-environmental-law0.html,auckland.ac.nz,,no_sitemap,,908,,,wlu,
New Zealand Journal of Public and International Law,https://www.victoria.ac.nz/law/centres/nzcpl/publications/nz-journal-of-public-and-international-law,victoria.ac.nz,,no_sitemap,,1258,,,wlu,
New Zealand Journal of Taxation Law and Policy,https://www.thomsonreuters.co.nz/new-zealand-journal-of-taxation-law-and-policy/productdetail/121315,thomsonreuters.co.nz,,no_sitemap,,1298,,,wlu,
New Zealand Law Journal,https://www.lexisnexis.co.nz/en-nz/products/new-zealand-law-journal.page,lexisnexis.co.nz,,no_sitemap,,930,,,wlu,
New Zealand Law Review,http://www.legalresearch.org.nz/new-zealand-law-review.aspx,legalresearch.org.nz,,no_sitemap,,755,,,wlu,
New Zealand Postgraduate Law e-Journal,http://www.nzpglejournal.auckland.ac.nz/en/about/about-us.html,nzpglejournal.auckland.ac.nz,,no_sitemap,,1280,,,wlu,
New Zealand Universities Law Review,https://www.nzulr.com/,nzulr.com,,no_sitemap,,756,,,wlu,
New Zealand Yearbook of International Law,https://www.canterbury.ac.nz/law/research/intlaw/new-zealand-yearbook-of-international-law/,canterbury.ac.nz,,no_sitemap,,1317,,,wlu,
Newcastle Law Review,https://www.newcastle.edu.au/school/newcastle-law-school/research/the-newcastle-law-review,newcastle.edu.au,,no_sitemap,,850,,,wlu,
News Media & the Law,https://www.rcfp.org/the-news-media-and-the-law-archive,rcfp.org,wordpress,paused_waf,registry_news_media_the_law_511_ea82368267.json,511,,,sitemap,
NeXus: Chapman School of Law,https://www.chapman.edu/law/publications/nexus-journal/index.aspx,chapman.edu,unknown,paused_waf,registry_nexus_chapman_school_of_law_512_573b600c27.json,512,,,sitemap,
Nexus: Chapman's Journal of Law & Policy,,,,no_sitemap,,,,yes,cilp,
NLG Review,https://www.nlg.org/nlg-review,nlg.org,wordpress,active,registry_nlg_review_675_77423b3a21.json,675,,,sitemap,
Nordic Journal of Commercial Law,https://journals.aau.dk/index.php/NJCL,journals.aau.dk,,no_sitemap,,1006,,,wlu,
Nordic Journal of International Law,https://brill.com/view/journals/nord/nord-overview.xml?lang=en,brill.com,,no_sitemap,,809,,,wlu,
North Carolina Central Law Review,https://archives.law.nccu.edu/ncclr/,archives.law.nccu.edu,Digital Commons,active,archives-law-nccu-edu.json,296,,yes,sitemap,
North Carolina Central Law Review,https://archives.law.nccu.edu/ncclr/sitemap.xml,archives.law.nccu.edu,digitalcommons,,north_carolina_central_law_review.json,296,,yes,sitemap,
North Carolina Central Law Review,https://archives.law.nccu.edu/ncclr/about.html,archives.law.nccu.edu,digital_commons,active,registry_north_carolina_central_law_review_296_a42b32971f.json,296,,yes,sitemap,
North Carolina Civil Rights Law Review,https://nccivilrights.law.unc.edu/,nccivilrights.law.unc.edu,wordpress,,nccivilrights-law-unc-edu.json,,,,sitemap,
North Carolina Journal of Law & Technology Online Edition,https://journals.law.unc.edu/ncjolt/category/blogs,journals.law.unc.edu,wordpress,active,registry_north_carolina_journal_of_law_technology_online_edition_2020_7e4e6e3962.json,2020,,,sitemap,
North Carolina Law Review Forum,https://nclawreview.org/forum/,nclawreview.org,wordpress,,nclawreview-forum.json,2003,,,sitemap,
North Carolina Law Review Forum,https://northcarolinalawreview.org/forum,northcarolinalawreview.org,wordpress,active,registry_north_carolina_law_review_forum_2003_3c18de0669.json,2003,,,sitemap,
North Dakota Law Review,https://law.und.edu/law-review/,law.und.edu,unknown,active,law-und-edu.json,403,,yes,sitemap,
North Dakota Law Review,https://commons.und.edu/ndlr/sitemap.xml,commons.und.edu,digitalcommons,,north_dakota_law_review.json,403,,yes,sitemap,
North Dakota Law Review,https://law.und.edu/law-review/issues/index.html,law.und.edu,unknown,active,registry_north_dakota_law_review_403_9a33c2f35b.json,403,,yes,sitemap,
North East Journal of Legal Studies,http://www.nealsb.info/journal.html,nealsb.info,unknown,active,registry_north_east_journal_of_legal_studies_1805_7146a7f9a9.json,1805,,,sitemap,
Northeastern University Law Review Extra Legal,https://nulawreview.org/extra-legal,nulawreview.org,unknown,active,registry_northeastern_university_law_review_extra_legal_2013_c359dce309.json,2013,,,sitemap,
Northern Illinois University (multiple collections),https://huskiecommons.lib.niu.edu/,huskiecommons.lib.niu.edu,digitalcommons,,huskiecommons-lib-niu-edu.json,,,,sitemap,https://huskiecommons.lib.niu.edu/niulr/
Northern Ireland Legal Quarterly,https://nilq.qub.ac.uk/index.php/nilq/issue/archive,nilq.qub.ac.uk,,no_sitemap,,757,,,wlu,
Northern Kentucky Law Review,https://chaselaw.nku.edu/current-students/student-life/lawreview.html,chaselaw.nku.edu,unknown,paused_login,registry_northern_kentucky_law_review_172_37199dd4df.json,172,,yes,sitemap,
Northern Territory Law Journal,http://sites.thomsonreuters.com.au/journals/tag/ntlj/,sites.thomsonreuters.com.au,,no_sitemap,,1629,,,wlu,
Northwestern Interdisciplinary Law Review,http://www.nilr.org/,nilr.org,unknown,paused_waf,registry_northwestern_interdisciplinary_law_review_1565_85d0529a00.json,1565,,yes,sitemap,
Northwestern Journal of Human Rights,https://scholarlycommons.law.northwestern.edu/njihr/,scholarlycommons.law.northwestern.edu,digitalcommons,,scholarlycommons-law-northwestern-edu-njihr.json,,,,sitemap,
Northwestern Journal of International Human Rights,https://jhr.law.northwestern.edu/issues/,jhr.law.northwestern.edu,wordpress,active_partial_metadata,jhr-law-northwestern-edu.json,916,,,sitemap,
Northwestern Journal of International Law & Business,https://scholarlycommons.law.northwestern.edu/njilb/sitemap.xml,scholarlycommons.law.northwestern.edu,digitalcommons,,northwestern_journal_of_international_law_business.json,472,,yes,sitemap,
Northwestern Journal of International Law & Business,http://www.law.northwestern.edu/jilb,law.northwestern.edu,wordpress,paused_paywall,registry_northwestern_journal_of_international_law_business_472_50e247a1c6.json,472,,yes,sitemap,
Northwestern Journal of Law and Social Policy,https://jlsp.law.northwestern.edu/,jlsp.law.northwestern.edu,wordpress,active,registry_northwestern_journal_of_law_and_social_policy_1364_38481dacae.json,1364,,,sitemap,
Northwestern Journal of Technology and Intellectual Property,https://scholarlycommons.law.northwestern.edu/njtip/all_issues.html,scholarlycommons.law.northwestern.edu,digital_commons,active,registry_northwestern_journal_of_technology_and_intellectual_prop_917_9a48d2a488.json,917,,,sitemap,
Northwestern University Journal of International Human Rights,https://jhr.law.northwestern.edu/,jhr.law.northwestern.edu,wordpress,active,registry_northwestern_university_journal_of_international_human_r_916_de7ba4425e.json,916,,,sitemap,
Northwestern University Law Review Online,https://scholarlycommons.law.northwestern.edu/nulr_online/,scholarlycommons.law.northwestern.edu,digitalcommons,active,registry_northwestern_university_law_review_online_1413_216aa99aa3.json,1413,,,sitemap,
Norton Annual Survey of Bankruptcy Law,https://store.legal.thomsonreuters.com/law-products/Law-Reviews-and-Journals/Norton-Annual-Survey-of-Bankruptcy-Law-2020-ed/p/106663034,store.legal.thomsonreuters.com,unknown,paused_waf,registry_norton_annual_survey_of_bankruptcy_law_662_196130ef94.json,662,,,sitemap,
Norton Journal of Bankruptcy Law and Practice,https://store.legal.thomsonreuters.com/law-products/Law-Reviews-and-Journals/Norton-Journal-of-Bankruptcy-Law-and-Practice/p/100029006,store.legal.thomsonreuters.com,unknown,paused_waf,registry_norton_journal_of_bankruptcy_law_and_practice_453_01fb669bf3.json,453,,,sitemap,
"Notre Dame Journal of Law, Ethics & Public Policy Online Supplement",https://jlepp.org/category/issue-archives/online-supplement,jlepp.org,wordpress,paused_login,registry_notre_dame_journal_of_law_ethics_public_policy_online_su_2041_da199f686d.json,2041,,,sitemap,
Notre Dame Law Review Reflection,https://ndlawreview.org/reflection,ndlawreview.org,wordpress,active,registry_notre_dame_law_review_reflection_1998_beffc1dbb4.json,1998,,,sitemap,
Nottingham Law Journal,https://www.ntu.ac.uk/study-and-courses/courses/our-schools/nls/nottingham-law-journal,ntu.ac.uk,,no_sitemap,,851,,,wlu,
